apple_rating,google_rating,normed_apple_rating,normed_google_rating,apple_revenue,google_revenue,z_score_apple_rating,z_score_google_rating,app_num,log_google_reviews,log_apple_reviews,google_reviews,apple_reviews
3.5,4.0,0.7,0.8,0.0,0.0,-0.8060181649123952,-0.34056065602479385,1,4.83843977992545,4.191842094619105,68935.0,15554.0
3.8333333333333335,4.233333333333333,0.7666666666666666,0.8466666666666667,0.0,0.0,-0.3246643544149708,0.12010026335011915,3,5.836312086975802,4.328216457500717,685981.0,21292.0
4.0,4.1,0.8,0.82,0.0,0.0,-0.08398744916625872,-0.14313454772126047,1,5.812989518534911,3.7293268096468606,650114.0,5362.0
2.5,4.2,0.5,0.8400000000000001,0.0,0.0,-2.2500795964046683,0.054291560582274696,1,4.170467076385936,2.9854264740830017,14807.0,967.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,6.577695112354534,4.536911794293623,3781770.0,34428.0
2.5,3.2,0.5,0.64,0.0,0.0,-2.2500795964046683,-1.9199695224530664,1,2.82020145948564,2.3521825181113623,661.0,225.0
4.5,4.2,0.9,0.8400000000000001,166.79999999999995,1686.0,0.6380432665798778,0.054291560582274696,1,3.147676324241098,2.143014800254095,1405.0,139.0
5.0,4.5,1.0,0.9,0.0,0.0,1.3600739823260142,0.6465698854928766,1,4.5711612524127245,4.1009561030594925,37253.0,12617.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,4.9546380198176765,4.078311787334996,90082.0,11976.0
4.0,4.3,0.8,0.86,3726.27,54365.58,-0.08398744916625872,0.2517176688858081,1,3.7357585374437385,2.5717088318086883,5442.0,373.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,2,4.6585646502615585,4.115850135518539,45558.0,28184.5
4.0,4.1,0.8,0.82,0.0,0.0,-0.08398744916625872,-0.14313454772126047,1,3.897846931579571,1.6020599913279625,7904.0,40.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,4.357458385645035,3.480581786829169,22775.0,3024.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,6.434431888060515,5.299716441862538,2719142.0,199396.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,6.112456525188224,5.572705516674319,1295557.0,373857.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,3.692229835772755,1.9344984512435681,4923.0,86.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,5.5821770376884094,5.056748629612828,382100.0,113959.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,4.514972542504059,4.122445256281956,32732.0,13257.0
4.5,4.6,0.9,0.92,10458.91,51751.23,0.6380432665798778,0.84399599379641,1,3.811373897053893,3.1169396465507555,6477.0,1309.0
4.5,4.7,0.9,0.94,0.0,0.0,0.6380432665798778,1.0414221020999452,1,6.054380526047879,4.2652424686338,1133393.0,18418.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,6.364003608327117,4.579463472201396,2312084.0,37972.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,5.802198160350562,3.967968962878692,634159.0,9289.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,5.087362533275024,4.229912108330146,122282.0,16979.0
5.0,4.7,1.0,0.94,0.0,0.0,1.3600739823260142,1.0414221020999452,1,5.848989821137439,5.007231266336102,706301.0,101679.0
3.5,4.1,0.7,0.82,344.77,1199.2,-0.8060181649123952,-0.14313454772126047,1,1.9030899869919435,1.3617278360175928,80.0,23.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,5.34020806420253,4.321805483857538,218881.0,20980.0
3.5,4.0,0.7,0.8,6956.06,3143.700000000001,-0.8060181649123952,-0.34056065602479385,1,2.7993405494535817,3.1442627737619904,630.0,1394.0
4.0,4.5,0.8,0.9,0.0,0.0,-0.08398744916625872,0.6465698854928766,1,5.397799274459727,5.122880741016044,249919.0,132703.0
5.0,4.5,1.0,0.9,0.0,0.0,1.3600739823260142,0.6465698854928766,1,4.649217992456272,5.015590255971954,44588.0,103655.0
4.5,4.6,0.9,0.92,2038.89,1272.8100000000004,0.6380432665798778,0.84399599379641,1,2.5037906830571814,2.7084209001347124,319.0,511.0
4.5,4.8,0.9,0.96,0.0,0.0,0.6380432665798778,1.2388482104034786,1,5.721476731179623,3.460296326757476,526595.0,2886.0
4.0,4.133333333333334,0.8000000000000002,0.8266666666666667,0.0,0.0,-0.08398744916625873,-0.07732584495341542,3,5.171126508351263,2.841359470454855,148295.0,694.0
4.0,4.3,0.8,0.86,0.0,0.0,-0.08398744916625872,0.2517176688858081,1,5.111611959923376,5.3672440711352225,129304.0,232940.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,4.9337807676854615,3.824581376233482,85858.0,6677.0
4.5,4.7,0.9,0.94,0.0,0.0,0.6380432665798778,1.0414221020999452,1,5.241872577044282,3.9597090242464303,174531.0,9114.0
5.0,4.6,1.0,0.92,0.0,0.0,1.3600739823260142,0.84399599379641,1,6.161667412437736,5.091431284510259,1451000.0,123433.0
3.9,4.340000000000001,0.7799999999999999,0.8680000000000001,0.0,0.0,-0.2283935923154859,0.33068811220722216,5,4.884274124390297,2.742725131304698,76608.0,553.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,6.205547277851636,5.296774846740312,1605267.0,198050.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,6.0481355918211195,4.486713775982485,1117212.0,30670.0
4.5,4.7,0.9,0.94,0.0,0.0,0.6380432665798778,1.0414221020999452,1,6.909496122422416,4.7409702765571335,8118880.0,55077.0
3.5,4.3,0.7,0.86,0.0,0.0,-0.8060181649123952,0.2517176688858081,1,4.4472820977569745,3.753199914199416,28008.0,5665.0
3.5,4.0,0.7,0.8,0.0,0.0,-0.8060181649123952,-0.34056065602479385,1,4.893795040053584,4.688615566379257,78306.0,48822.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,5.1718726561396835,4.549493713215012,148550.0,35440.0
3.75,4.15,0.75,0.8300000000000001,15092.175,36402.765,-0.44500280703932693,-0.044421493569492876,2,4.997350449766225,3.9730701062836866,279818.0,9621.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,6.310810948802601,5.137107139049872,2045554.0,137122.0
4.0,4.1,0.8,0.82,0.0,0.0,-0.08398744916625872,-0.14313454772126047,1,4.723422831891353,3.688241795977712,52896.0,4878.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,6.793161389398649,5.152165990675555,6210998.0,141960.0
3.0,4.1,0.6,0.82,0.0,0.0,-1.5280488806585315,-0.14313454772126047,1,4.83509419605652,5.033950219382422,68406.0,108131.0
4.5,4.1,0.9,0.82,0.0,0.0,0.6380432665798778,-0.14313454772126047,1,5.390650780671014,3.9248992640142832,245839.0,8412.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,5.732338263093469,4.367318640929692,539931.0,23298.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,6.651973684864638,5.4788290128996175,4487182.0,301182.0
3.5,4.8,0.7,0.96,22.35,8402.11,-0.8060181649123952,1.2388482104034786,1,3.751202094588352,1.1760912590556811,5639.0,15.0
3.0,3.7,0.6,0.74,0.0,0.0,-1.5280488806585315,-0.932838980935396,1,4.440279213235588,3.9081632000555486,27560.0,8094.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,4.664199935938318,4.2561161466543815,46153.0,18035.0
3.5,4.0,0.7,0.8,0.0,0.0,-0.8060181649123952,-0.34056065602479385,1,5.0780397241287645,2.7092699609758304,119685.0,512.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,5.484793657458309,3.961516011448949,305347.0,9152.0
4.5,4.4750000000000005,0.9,0.895,65498.86,93898.15,0.6380432665798778,0.5972133584169933,4,5.752901435589765,4.645175665521524,568743.0,44582.0
5.0,4.7,1.0,0.94,0.0,0.0,1.3600739823260142,1.0414221020999452,1,6.014072993320688,5.412668824426535,1032935.0,258624.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,5.0191329138411485,4.414087151827532,104504.0,25947.0
4.0,4.1,0.8,0.82,83.72,792.35,-0.08398744916625872,-0.14313454772126047,1,2.4232458739368075,1.4471580313422192,265.0,28.0
4.25,4.35,0.85,0.8700000000000001,1172.15,6367.1125,0.2770279087068095,0.35043072303757605,4,3.2481898965694227,2.5699584247484717,1834.0,371.5
4.5,4.5,0.9,0.9,26.73,32020.56,0.6380432665798778,0.6465698854928766,1,4.509793728325618,1.4313637641589871,32344.0,27.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,5.8759584570015,5.163009225948144,751551.0,145549.0
3.5,4.4,0.7,0.8800000000000001,0.0,0.0,-0.8060181649123952,0.4491437771893432,1,6.269818710625334,4.695289003140087,1861310.0,49578.0
4.0,4.5,0.8,0.9,0.0,0.0,-0.08398744916625872,0.6465698854928766,1,3.9134429548593963,2.8055008581584002,8193.0,639.0
4.0,4.2,0.8,0.8400000000000001,0.0,0.0,-0.08398744916625872,0.054291560582274696,1,4.833166243406891,3.95751151145448,68103.0,9068.0
4.5,4.7,0.9,0.94,0.0,0.0,0.6380432665798778,1.0414221020999452,1,6.798645397976265,5.211390222224795,6289924.0,162701.0
4.0,3.8,0.8,0.76,0.0,0.0,-0.08398744916625872,-0.7354128726318624,1,3.978317496746752,2.0170333392987803,9513.0,104.0
3.9285714285714284,4.314285714285715,0.7857142857142857,0.862857142857143,15431.93142857143,40236.508571428574,-0.18713469427284965,0.2799213986434562,7,5.4214509098148005,5.216121018470118,263907.0,164483.0
4.5,4.2,0.9,0.8400000000000001,0.0,0.0,0.6380432665798778,0.054291560582274696,1,6.349021150054456,4.378579576115775,2233681.0,23910.0
3.5,4.2,0.7,0.8400000000000001,0.0,0.0,-0.8060181649123952,0.054291560582274696,1,5.716952741922495,5.463887019261278,521138.0,290996.0
4.0,4.1,0.8,0.82,0.0,0.0,-0.08398744916625872,-0.14313454772126047,1,5.460610722794536,5.203400086091226,288809.0,159735.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,5.148164437937767,3.446070935701005,140658.0,2793.0
3.5,4.1,0.7,0.82,0.0,0.0,-0.8060181649123952,-0.14313454772126047,1,5.3011559228051786,3.857151502687493,200058.0,7197.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,5.233039283720955,2.1846914308175984,171017.0,153.0
4.285714285714286,4.3999999999999995,0.8571428571428573,0.8800000000000001,0.0,0.0,0.328601531260105,0.4491437771893426,7,6.164857652730112,4.544043226813659,1461698.0,34998.0
5.0,4.5,1.0,0.9,0.0,0.0,1.3600739823260142,0.6465698854928766,1,5.39604583436736,4.7641163286885115,248912.0,58092.0
3.5,4.1,0.7,0.82,0.0,0.0,-0.8060181649123952,-0.14313454772126047,1,4.6924855910416525,4.79045406258939,49259.0,61724.0
2.6666666666666665,4.0,0.5333333333333333,0.8000000000000002,36.876666666666665,103.65333333333336,-2.0094026911559557,-0.34056065602479385,3,1.7160033436347992,1.0791812460476249,52.0,12.0
3.5,3.9,0.7,0.78,0.0,0.0,-0.8060181649123952,-0.5379867643283281,1,5.955876240341781,4.396809372554381,903392.0,24935.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,6.265068178251168,5.192854472282557,1841061.0,155903.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,5.1099428369986395,4.129754322802772,128808.0,13482.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,6.808060531036521,5.594910521550786,6427773.0,393469.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,4.980094313785294,4.483359036280686,95520.0,30434.0
4.0,4.4,0.8,0.8800000000000001,0.0,0.0,-0.08398744916625872,0.4491437771893432,1,4.804636847484356,3.3716219271760215,63773.0,2353.0
4.0,4.6,0.8,0.92,0.0,0.0,-0.08398744916625872,0.84399599379641,1,6.172718494203393,5.207001176928917,1488396.0,161065.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,5.138921324402461,4.727663232729934,137696.0,53415.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,6.156078562204274,3.9920230277638495,1432447.0,9818.0
4.5,3.9,0.9,0.78,0.0,0.0,0.6380432665798778,-0.5379867643283281,1,4.7841963436273875,4.595397006170128,60841.0,39391.0
4.5,4.7,0.9,0.94,0.0,0.0,0.6380432665798778,1.0414221020999452,1,5.388806091204613,3.6522463410033232,244797.0,4490.0
3.5,4.1,0.7,0.82,0.0,0.0,-0.8060181649123952,-0.14313454772126047,1,7.892975137931481,6.473439669535169,78158306.0,2974676.0
3.0,4.05,0.6,0.81,0.0,0.0,-1.5280488806585315,-0.24184760187302717,2,6.292906812161707,5.545883318753918,28355436.0,351466.0
4.5,4.55,0.9,0.91,0.0,0.0,0.6380432665798778,0.7452829396446433,2,4.585739547972904,4.10514790587946,39845.0,14132.5
4.0,3.8,0.8,0.76,0.0,0.0,-0.08398744916625872,-0.7354128726318624,1,3.673849977342949,4.0152759066818735,4719.0,10358.0
4.5,4.5,0.9,0.9000000000000001,0.0,0.0,0.6380432665798778,0.6465698854928765,2,6.694968450246771,4.781884505235396,5836998.5,71018.5
5.0,4.9,1.0,0.98,718100.92,105383.81,1.3600739823260142,1.4362743187070135,1,4.324673350189245,5.158084937503539,21119.0,143908.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,6.733893103782396,4.931432442867228,5418675.0,85395.0
5.0,4.3,1.0,0.86,0.0,0.0,1.3600739823260142,0.2517176688858081,1,3.7402837196818783,4.453914321237848,5499.0,28439.0
4.0,4.4,0.8,0.8800000000000001,0.0,0.0,-0.08398744916625872,0.4491437771893432,1,4.841328180099864,5.572679959416505,69395.0,373835.0
4.0,3.9,0.8,0.78,0.0,0.0,-0.08398744916625872,-0.5379867643283281,1,5.553175205222251,4.956629383444766,357417.0,90496.0
4.0,4.300000000000001,0.8,0.8600000000000001,960.58,4855.915000000001,-0.08398744916625872,0.25171766888580893,2,2.706285708487256,1.6388046071520452,958.5,192.0
4.5,4.5,0.9,0.8999999999999999,0.0,0.0,0.6380432665798778,0.6465698854928766,2,4.00725649342022,3.8049645195776622,327288.5,6636.0
5.0,3.6,1.0,0.72,0.0,0.0,1.3600739823260142,-1.1302650892389299,1,3.017867718963505,1.230448921378274,1042.0,17.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,4.5109871220675615,3.351989455435632,32433.0,2249.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,2,5.936194218751482,5.144249803201909,867051.5,163110.5
4.0,4.2,0.8,0.8400000000000001,0.0,0.0,-0.08398744916625872,0.054291560582274696,1,5.486645801523531,3.5219222448835,306652.0,3326.0
3.5,4.2,0.7,0.8400000000000001,0.0,0.0,-0.8060181649123952,0.054291560582274696,1,4.878326433943267,4.222274149796562,75566.0,16683.0
3.5,4.4,0.7,0.8800000000000001,0.0,0.0,-0.8060181649123952,0.4491437771893432,1,5.219207170490848,4.5554572172046495,165656.0,35930.0
4.0,4.1,0.8,0.82,0.0,0.0,-0.08398744916625872,-0.14313454772126047,1,5.138851930651346,2.9907826918031377,137674.0,979.0
4.0,4.3,0.8,0.86,0.0,0.0,-0.08398744916625872,0.2517176688858081,1,4.393206554563365,4.057704131534028,24729.0,11421.0
4.25,4.35,0.8500000000000001,0.8700000000000001,3942.315,49053.94,0.2770279087068095,0.35043072303757566,2,5.120503898502871,3.489609215711991,281833.0,3126.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,5.412554620377888,2.008600171761917,258556.0,102.0
2.5,4.2,0.5,0.8400000000000001,0.0,0.0,-2.2500795964046683,0.054291560582274696,1,4.093351632015555,3.0842186867392387,12398.0,1214.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,5.649757262654628,4.508058135682363,446434.0,32215.0
4.3125,4.35,0.8625,0.8700000000000001,0.0,0.0,0.3672817481750766,0.35043072303757544,8,5.987463297561522,4.504121932922767,1015206.5,33891.5
4.0,4.0,0.8,0.8,0.0,0.0,-0.08398744916625872,-0.34056065602479385,1,5.106564834846762,1.724275869600789,127810.0,53.0
4.5,4.4,0.9,0.8800000000000001,370.76000000000016,1231.88,0.6380432665798778,0.4491437771893432,1,2.6148972160331345,2.093421685162235,412.0,124.0
4.5,4.2,0.9,0.8400000000000001,833.58,1077.12,0.6380432665798778,0.054291560582274696,1,3.0366288953621607,2.9253120914996487,1088.0,842.0
4.5,4.7,0.9,0.94,0.0,0.0,0.6380432665798778,1.0414221020999452,1,5.843023992408134,4.457185256553668,696665.0,28654.0
4.0,4.5,0.8,0.9,0.0,0.0,-0.08398744916625872,0.6465698854928766,1,4.416673785333922,3.8770832566506495,26102.0,7535.0
3.9,4.205,0.78,0.841,532.9875,19.9215,-0.22839359231548598,0.0641628659974511,20,6.138025455447942,4.4094391393309325,1494810.5,25694.0
2.5,3.6,0.5,0.72,0.0,0.0,-2.2500795964046683,-1.1302650892389299,1,5.454532360345888,4.365506704077209,284795.0,23201.0
3.5,4.1,0.7,0.82,0.0,0.0,-0.8060181649123952,-0.14313454772126047,1,4.796685320811827,4.1075830311913215,62616.0,12811.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,6.136957937725577,5.620946606028844,1370749.0,417779.0
5.0,4.7,1.0,0.94,0.0,0.0,1.3600739823260142,1.0414221020999452,1,5.3944376711008335,3.912540882790637,247992.0,8176.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,6.6264313235496966,5.825477399140763,4230886.0,669079.0
4.5,4.333333333333333,0.9,0.8666666666666667,230510.28,28204.44,0.6380432665798778,0.3175263716536531,3,6.666346007078303,5.6081482684606385,4638163.0,405647.0
4.5,4.9,0.9,0.98,109.45,288.55,0.6380432665798778,1.4362743187070135,1,2.1613680022349744,1.740362689494244,145.0,55.0
5.0,4.6,1.0,0.92,0.0,0.0,1.3600739823260142,0.84399599379641,1,4.889654598475888,4.107854147536859,77563.0,12819.0
4.5,4.1,0.9,0.82,8757.45,6327.320000000002,0.6380432665798778,-0.14313454772126047,1,3.1031192535457137,3.2442771208018426,1268.0,1755.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,5.3290722907547305,2.6159500516564007,213340.0,413.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,4.71624547881444,3.841609712168435,52029.0,6944.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,4.760218860156886,4.509753444381994,57573.0,32341.0
4.5,4.4,0.9,0.8800000000000001,0.0,0.0,0.6380432665798778,0.4491437771893432,1,5.763067679229533,4.351100260031418,579519.0,22444.0
2.5,3.9,0.5,0.78,0.0,0.0,-2.2500795964046683,-0.5379867643283281,2,5.223922622044654,4.584548366087862,203707.5,41224.0
3.0,4.2,0.6,0.8400000000000001,0.0,0.0,-1.5280488806585315,0.054291560582274696,1,4.89295121055062,4.463997445885866,78154.0,29107.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,5.7165116716805375,3.4970679363985044,520609.0,3141.0
4.166666666666667,4.566666666666667,0.8333333333333334,0.9133333333333334,0.0,0.0,0.15668945608245344,0.7781872910285662,3,6.485363766895308,4.011274328904725,3057481.0,10263.0
3.75,4.05,0.75,0.81,0.0,0.0,-0.4450028070393269,-0.24184760187302673,2,5.099648049316059,4.620499616846673,266525.0,96460.5
4.0,4.1,0.8,0.82,0.0,0.0,-0.08398744916625872,-0.14313454772126047,1,4.326806774068437,0.8450980400142567,21223.0,7.0
2.0,3.2,0.4,0.64,0.0,0.0,-2.972110312150805,-1.9199695224530664,1,4.31896022852754,3.4920616045125983,20843.0,3105.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,6.602107001161268,6.236674783092929,4000433.0,1724546.0
4.5,4.3,0.9,0.86,0.0,0.0,0.6380432665798778,0.2517176688858081,1,6.909481625870073,5.47013253590946,8118609.0,295211.0
4.0,4.3,0.8,0.86,0.0,0.0,-0.08398744916625872,0.2517176688858081,1,5.8291300202854375,4.587497693147987,674730.0,38681.0
4.5,4.1,0.9,0.82,0.0,0.0,0.6380432665798778,-0.14313454772126047,1,5.5434509079153305,3.0549958615291413,349503.0,1135.0
4.5,4.5,0.9,0.9,0.0,0.0,0.6380432665798778,0.6465698854928766,1,5.499560624043366,4.646531152860363,315908.0,44313.0
4.0,4.45,0.8,0.8900000000000001,0.0,0.0,-0.08398744916625872,0.5478568313411099,2,6.895605530815033,4.855032315724514,33753016.5,1081965.5
5.0,4.9,1.0,0.98,0.0,0.0,1.3600739823260142,1.4362743187070135,1,4.697142126275459,4.242764977752096,49790.0,17489.0
4.0,4.5,0.8,0.9,0.0,0.0,-0.08398744916625872,0.6465698854928766,1,4.484513374292612,2.6190933306267423,30515.0,416.0
4.0,4.4,0.8,0.8800000000000001,0.0,0.0,-0.08398744916625872,0.4491437771893432,1,6.527455761558572,2.598790506763115,3368649.0,397.0
4.5,4.6,0.9,0.92,0.0,0.0,0.6380432665798778,0.84399599379641,1,6.1381602262095365,4.535572586975509,1374549.0,34322.0
